domain,merchant_name,source,estimated_yearly_revenue,revenue_source,employee_count,description,categories,city,state,country_code,company_location,platform,plan,estimated_monthly_pageviews,estimated_monthly_visits,instagram,facebook,tiktok,twitter,linkedin_url,youtube,pinterest,tiktok_followers,twitter_followers,pinterest_followers,youtube_followers,emails,phones,apollo_industry,apollo_keywords,apollo_estimated_employees,apollo_founded_year,apollo_short_description
www.modernshelving.com,Modern Shelving,list1,"USD $8,497,600.08",store_leads,9,"Discover stylish and functional modern shelving solutions at ModernShelving.com. Elevate your space with sleek, customizable designs for any room. Book now!",/Home & Garden/Home Storage & Shelving,San Clemente,California,US,"San Clemente, CA, USA",Shopify,,271720,73272,modernshelving,modernshelving,@modernshelving,modernshelving,https://www.linkedin.com/company/modernshelving,modernshelving,modernshelving,1867,52,6800,,info@modernshelving.com:support@modernshelving.com:sales@modernshelving.com,+1 877-477-5487:+1 949-366-0780,,,,,
www.getyokd.com,www.getyokd.com,list1,"USD $7,041,068.16",store_leads,12,"Lowest prices and fast shipping at GetYokd.com. Largest selection of protein, creatine, pre and post workout supplements from all the major national brands.",/Health/Nutrition/Vitamins & Supplements:/Beauty & Fitness,Glendale,California,US,"Glendale, CA, USA",Shopify,Shopify Plus,501662,135279,getyokdnutrition,getyokdfb,@getyokd,,http://www.linkedin.com/company/get-yokd,getyokdnutrition,,533,,,17,support@getyokd.com:cs@getyokd.com:sales@getyokd.com,+1 818-588-0095:+1 844-996-9653,,,,,
tradervics.com,Trader Vic's,list1,"USD $6,192,567.72",store_leads,129,"From the original Trader Vic’s location to our globally inspired concepts, dining in our restaurants is always an adventure. Learn how several exotic drinks and a bit of serendipity led to a portfolio of restaurants and a legendary tiki culture.",/Food & Drink,Martinez,California,US,"Martinez, CA 94553, USA",Shopify,,327193,88231,tradervicshospitality,tradervicshospitality,@tradervicsworldwide,,http://www.linkedin.com/company/trader-vic's,,tradervicsworldwide,1027,,36,,info@tradervics.com:wholesale@tradervics.com,+1 925-675-6400,,,,,
www.ledbury.com,Ledbury,list1,"USD $11,646,668.64",store_leads,24,"Ledbury is a men's apparel company that specializes in men's dress shirts, casual shirts and related accessories.",/Apparel/Men's Clothing,Richmond,Virginia,US,"Richmond, VA, USA",Shopify,Shopify Plus,271657,73255,ledburyshirts,ledbury.llc,,,https://www.linkedin.com/company/ledbury,,,,,,,customer-service@ledbury.com,+1 888-233-1942:+1 888-789-8538:+1 804-793-8569,,,,,
kingz.com,KingzKimonos.com,list1,"USD $12,881,484.84",store_leads,10,Kingz Kimonos - Official online store for Jiu Jitsu Gi and BJJ Gi,/Apparel,San Diego,California,US,"San Diego, CA, USA",Shopify,,456121,122998,,,,,https://www.linkedin.com/company/kingz-llc,,,,,,,info@kingz.com,+1 619-800-2977:+1 619-800-7211,,,,,
www.goodseeco.com,Good See Co.,list1,"USD $10,337,259.84",store_leads,7,One of the largest selections of designer sunglasses and optical frames in the world. Located in sunny California on the famous Venice Beach Boardwalk.,/Apparel/Eyewear,Los Angeles,California,US,"Venice, Los Angeles, CA, USA",Shopify,,369367,99604,goodseeco,goodseeco,,,https://www.linkedin.com/company/good-see-co,,,,,,,info@goodseeco.com:lab@goodseeco.com,+1 310-452-5357:+1 310-452-0821,,,,,
camcooutdoors.com,CamcoOutdoors.com,list1,"USD $7,417,597.44",store_leads,,"Shop camper and RV accessories online at Camco Outdoors. We offer a wide selection of quality RV, Camping, Marine, and ATV/UTV products.",/Sports/Sporting Goods/Hiking & Camping:/Autos & Vehicles/Campers & RVs,Greensboro,North Carolina,US,"Greensboro, NC, USA",Shopify,,528489,142513,camco_outdoors,camcomfg,@camcorv,,,camcomanufacturing,,26300,,,9180,info@camcooutdoors.com:help@camcooutdoors.com,+1 336-688-7661:+1 800-334-2004,,,,,
sakiproducts.com,SAKI,list1,"USD $6,666,593.16",store_leads,6,"Small & smart home & kitchen appliances from SAKI. Explore SAKI air purifiers, bread makers & induction cooktops that will brighten up your kitchen.",/Home & Garden/Home Appliances:/Home & Garden/Kitchen & Dining,Irvine,California,US,"Irvine, CA, USA",Shopify,,474982,128084,sakiproducts,sakiproduct,,,http://www.linkedin.com/company/saki-products,ucrwn2-8ucdudir89ij3hk0g,sakiproducts,,,457,3450,support@sakiproducts.com:support@saki.us:media@saki.us:saki@sakiproducts.com:info@saki.us:saki@saki.us,+1 916-210-6276,,,,,
missionworkshop.com,MISSION WORKSHOP,list1,"USD $7,845,404.76",store_leads,9,"Designed and developed in San Francisco, our Waterproof Bags & Technical Apparel are guaranteed to last a lifetime.",/Consumer Electronics/Camera & Photo Equipment,Vacaville,California,US,"Vacaville, CA, USA",Shopify,,231113,62322,missionworkshop,missionworkshop,,missionworkshop,https://www.linkedin.com/company/mission-workshop,missionworkshop,missionworkshop,,11300,2900,4620,warranty@missionworkshop.com:DealerInfo@MissionWorkshop.com:PR@MissionWorkshop.com:Support@MissionWorkshop.com:dealer@missionworkshop.com:info@missionworkshop.com,+1 415-864-7225,,,,,
www.antsylabs.com,Antsy Labs,list1,"USD $5,023,912.08",store_leads,3,"We're the inventors of Fidget Cube, the original fidget toy, made for people like us -- fidgeters! Take it to work or school. We've got fidget spinners, too, in different colors, with characters from Marvel and DC, metallic finishes, and more. See Fidget Cube and more fidget toys now!",/Toys & Hobbies,Dacono,Colorado,US,"Dacono, CO, USA",Shopify,,268458,72393,antsylabs,antsylabs,@antsylabs,antsylabs,https://www.linkedin.com/company/antsylabs,antsy_labs,,357,20800,,1270,hello@antsylabs.com,,,,,,
bbqdripez.com,Drip EZ,list1,"USD $5,220,932.04",store_leads,13,"Innovative cooking solutions for every meal. Our thoughtfully designed products transform prep, cooking, and cleanup - making it easier to serve up memorable moments around the table.",/Home & Garden/Yard & Patio:/Home & Garden/Kitchen & Dining,Longmont,Colorado,US,"Longmont, CO, USA",Shopify,Shopify Plus,371981,100309,bbq_dripez,bbqdripez,,bbqdripez,,ucok2invpg6fyxvrhs4tkrdg,,,21,,320,info@bbqdripez.com,+1 844-913-7744,,,,,
ember.com,Ember®,list1,"USD $27,683,070.36",store_leads,73,"Ember® offers patented temperature controlled mugs, travel mugs, tumblers & baby bottle systems. Browse our collections of temperature controlled drinkware.",/Home & Garden/Kitchen & Dining:/Food & Drink/Beverages,Westlake Village,California,US,"Westlake Village, CA, USA",Shopify,Shopify Plus,2366839,638248,,,,,https://www.linkedin.com/company/ember-technologies,,,,,,,support@ember.com,,,,,,
thumperfab.com,Thumper Fab,list1,"USD $5,401,713.00",store_leads,3,"Thumper Fab is the industry-leading manufacturer of high-quality bumpers, audio roofs, roll cages, suspension, lift kits, and accessories for Polaris Ranger, RZR, Polaris General, Can-Am Defender, Maverick X3 and many more UTV & ATV models. Our products are designed and manufactured in the USA!",/Autos & Vehicles/Parts & Services,Marshall,Texas,US,"Marshall, TX, USA",Shopify,,384861,103782,thumperfab,thumperfab,@thumperfab,thumperfab,http://www.linkedin.com/company/thumper-fab,thumperfab,,69200,5,,3920,sales@thumperfab.com:suport@thumperfab.com,+1 903-472-0928,,,,,
bobateaprotein.com,Boba Tea Protein,list1,"USD $9,133,843.08",store_leads,9,"Boba Tea Protein (bubble tea protein) makes it easy to get your boba fix and stay healthy. Our boba protein powder drinks use REAL ingredients to capture authentic Asian-American flavors and are combined with a rich, grass-fed whey that you can only get from ethically-raised cows.",/Food & Drink/Beverages/Coffee & Tea,Farmers Branch,Texas,US,"Farmers Branch, TX, USA",Shopify,,650768,175487,bobateaprotein,bobateaprotein,@bobateaprotein,bobateaprotein,http://www.linkedin.com/company/boba-tea-protein,,,61800,738,,,hello@bobateaprotein.com:info@bobateaprotein.com,,,,,,
wandp.com,W&P,list1,"USD $6,137,724.96",store_leads,40,Ready to elevate your kitchen storage? Discover W&P's selection of eco-friendly and sustainable kitchen products. Shop our sustainable kitchenware now!,/Food & Drink/Beverages:/Home & Garden/Kitchen & Dining,New York,New York,US,"New York, NY, USA",Shopify,Shopify Plus,359059,96824,wandpdesign,,@wandpdesign,,,,,8886,,,,partnerships@wandp.com:customerservice@wandp.com:salesteam@verygreat.nyc:info@wandp.com:press@wandp.com,,,,,,
kushqueen.shop,Kush Queen,list1,"USD $5,036,824.92",store_leads,12,"Kush Queen is your home for premium CBD products, including bath bombs, topicals, and gummies. Check out our CBD shop for great prices and fast shipping!",/Beauty & Fitness/Face & Body Care,Anaheim,California,US,"Anaheim Hills, Anaheim, CA, USA",Shopify,Shopify Plus,269148,72579,kushqueenshop,,,kushqueenshop,https://www.linkedin.com/company/kush-queen,ucczcedgj0pokiqwkv9x3mbg,thekushqueenshop,,88,2200,,support@kushqueen.shop,,,,,,
loveweld.com,loveweld.com,list1,"USD $6,621,984.84",store_leads,34,Loveweld permanent jewelry offers 14k gold fine jewelry that is seamless and beautiful. Loveweld is the pioneer and leader of permanent jewelry and the first brand to specialize in the permanent jewelry concept. With studios nation wide you can find a permanent jewelry near you. Shop latest styles online.,/Apparel/Clothing Accessories,Austin,Texas,US,"Austin, TX, USA",Shopify,,471803,127227,love.weld,loveweldstudio,@love.weld,,https://www.linkedin.com/company/82549604,,,809,,,,hello@loveweld.com,+1 512-222-8505,,,,,
sleeplay.com,Sleeplay,list1,"USD $5,893,871.76",store_leads,15,"Find top CPAP Machines brands (ResMed, Philips Respironics, Fisher & Paykel), Reviews & Sleep Coaching. Shop Fast and Easy.",/Health/Medical Devices & Equipment:/Health/Health Conditions/Sleep Disorders,Hollywood,Florida,US,"Hollywood, FL, USA",Shopify,Shopify Plus,419927,113238,sleeplayground,sleeplayground,@sleeplayground,,https://www.linkedin.com/company/sleeplay,ucte3q70qtj_94a0gjlw78kw,sleeplayground,1068,,55,11300,info@sleeplay.com:rx@sleeplay.com:info@sleepplay.com,+1 305-503-9345:+1 844-451-6555,,,,,
dressedinlala.com,Dressed in Lala,list1,"USD $9,186,375.24",store_leads,10,wear what you want,/Apparel,Lindon,Utah,US,"Lindon, UT, USA",Shopify,,654511,176497,,,,,http://www.linkedin.com/company/dressed-in-lala,,,,,,,hello@dressedinlala.com,+1 888-652-3751,,,,,
ibex.com,IBEX,list1,"USD $5,080,650.72",store_leads,37,"Shop the best merino wool clothing and gear at Ibex. Discover soft, moisture-wicking layers suitable for all your adventures. Get free shipping on orders $99!",/Sports/Sporting Goods/Outdoors:/Apparel/Athletic Apparel,,New York,US,"Brooklyn, NY, USA",Shopify,Shopify Plus,361986,97614,ibexwool,ibexwool,@ibexwool,,https://www.linkedin.com/company/ibex-global,uc8jlzpn1lghfajpnyej27hw,,1024,,,50,hello@ibex.com:press@ibex.com:pro@ibex.com,+1 855-712-8940,,,,,
www.kasper.com,Kasper,list1,"USD $9,013,224.60",store_leads,241,"Discover the timeless elegance and polish of Kasper's separates and statement dresses, jackets, and tops. For over 30 years, we have been providing women with professional office attire and work-to-weekend styles. Get free shipping on orders $99 or more.",/Apparel/Women's Clothing,Grapevine,Texas,US,"Grapevine, TX, USA",Shopify,,642175,173170,kasper_clothing,kasperclothing,,,https://www.linkedin.com/company/kasper-digitale-media,,,,,,,customerservice@shop.kasper.com:customerservice@kasper.com,+1 877-398-3324:+1 855-562-1835,,,,,
cutterssports.com,Cutters Sports,list1,"USD $7,949,668.80",store_leads,,"Cutters is a market leader in Football Performance Gloves & Grip. Cutters' focus is on innovation, technology, high quality products with our exclusive C-TACK Grip material that makes Cutters the glove of choice for professional, collegiate and high school athletes worldwide. Learn more...",/Sports/Sporting Goods:/Sports/Team Sports/American Football,Fountain Valley,California,US,"Fountain Valley, CA 92708, USA",Shopify,,566398,152736,cutterssports,cutterssports,@cutterssports,cutterssports,,cuttersglovestv,,2850,13594,,1790,cs@cutterssports.com:accessibility@cutterssports.com,+1 800-233-6956,,,,,
kosas.com,Kosas Cosmetics,list1,"USD $31,246,843.20",store_leads,241,"Clean, comfy & clinically tested makeup that improves the quality of bare skin.",/Beauty & Fitness/Face & Body Care/Make-Up & Cosmetics,Los Angeles,California,US,"Los Angeles, CA, USA",Shopify,Shopify Plus,2671533,720412,kosas,kosascosmetics,@kosas,,https://www.linkedin.com/company/kosas-cosmetics,kosascosmetics,,384300,,,2290,letschat@kosas.com,+1 844-559-0003,,,,,
drmotionsocks.com,Dr. Motion,list1,"USD $8,281,296.24",store_leads,1,Our brand offers stylish and comfortable compression socks that are designed for everyday wear. Find your perfect pair here!,/Apparel/Undergarments,Hillside,New Jersey,US,"Hillside, NJ 07205, USA",Shopify,,590026,159108,dr.motion,drmotionsocks,@drmotion.socks,,http://www.linkedin.com/company/dr-motion,drmotionsocks,,48,,,,fashion@drmotionsocks.com:returns@drmotionsocks.com,,,,,,
thirteenfiftyapparel.com,13 Fifty Apparel,list1,"USD $14,928,994.08",store_leads,9,"13 Fifty Apparel: Based in Atlanta, 13 Fifty Apparel is dedicated to delivering high-performance tactical gear for law enforcement, military, and patriotic Americans. We stand for service, resilience, and unwavering national pride—gear built for those who protect and serve.",/Apparel,Peachtree Corners,Georgia,US,"Peachtree Corners, GA, USA",Shopify,Shopify Plus,326105,87938,13fiftyapparel,13fiftyapparel,@13fiftyapparel,13fiftyapparel,http://www.linkedin.com/company/13-fifty-apparel,ucnmba7leiqbf62neaovmkxw,13fiftyapparel,16800,114,51,300,customerservice@thirteenfiftyapparel.com,,,,,,
mavenbuilt.com,Maven Outdoor Equipment Company,list1,"USD $6,877,015.20",store_leads,1,"Award winning optics including custom binoculars, spotting scopes, and rifle scopes exclusively sold direct with no middle man and no retail markup.",/Sports/Sporting Goods/Outdoors:/Consumer Electronics,Lander,Wyoming,US,"Lander, WY 82520, USA",Shopify,,489974,132127,mavenbuilt,mavenbuilt,,mavenbuilt,,ucxoslcc_hnu-k6m4lkfgvka,mavenbuilt,,3069,71,2490,customerservice@mavenbuilt.com,+1 800-307-1109,,,,,
finalbosssour.com,Final Boss Sour,list1,"USD $5,405,234.76",store_leads,6,"Final Boss Sour uses real fruit to create delicious sour candy treats. Our sour cranberries, blueberries and strawberries are better than candy.",/Food & Drink/Food,Santa Monica,California,US,"Santa Monica, CA, USA",Shopify,,385112,103850,finalbosssour,,@finalbosssour,,http://www.linkedin.com/company/final-boss-sour,finalbosssour,,85200,,,287000,hello@finalbosssour.com,,,,,,
www.suavshoes.com,SUAVS,list1,"USD $6,966,910.32",store_leads,4,The most comfortable shoes in the world for people on the go. Optimize your footwear whether you are commuting to work or out on a travel adventure with SUAVS.,/Apparel/Footwear,Austin,Texas,US,"Austin, TX, USA",Shopify,,287924,77642,suavsshoes,suavsshoes,,suavsshoes,http://www.linkedin.com/company/suavs,,,,455,,,contact@suavshoes.com:contact@suavs.com,+1 512-537-5713:+1 833-836-4701,,,,,
www.cablebullet.com,Cable Bullet,list1,"USD $7,887,390.96",store_leads,21,"Discover high-quality cable railing systems and kits at Cable Bullet, ideal for DIY projects. Durable, stylish, and easy to install. Get an easy estimate!",/Internet,Warsaw,Indiana,US,"Warsaw, IN, USA",Shopify,Shopify Plus,402572,108558,cablebullet,cablebullet,,,http://www.linkedin.com/company/cable-bullet,cablebullet,cablebullet,,,2100,882,info@cablebullet.com,+1 574-742-2737,,,,,
yllwthelabel.com,Yellow The Label,list1,"USD $6,233,423.04",store_leads,13,"The highlight of your closet. Novelty, quality Sets, Swim, Occasion, Active",/Apparel/Women's Clothing,Tampa,Florida,US,"Tampa, FL, USA",Shopify,,444119,119762,yellowthelabel,,@yllwthelabel,,http://www.linkedin.com/company/yellow-the-label,,,85200,,,,contact@yllwthelabel.com,+1 352-573-6136,,,,,
www.cmcmotorsports.com,CMC Motorsports®,list1,"USD $32,358,693.36",store_leads,7,"CMC Motorsports® is your official source for licensed F1 merch, racing apparel, accessories, and more. Shop now for free shipping on all orders $100+.",/Sports/Motor Sports:/Autos & Vehicles,Little Silver,New Jersey,US,"Little Silver, NJ, USA",Shopify,Shopify Plus,639080,172336,cmcmotorsports,cmcmotorsports1,@cmcmotorsports,cmcmotorsports,http://www.linkedin.com/company/cmcmotorsports,,cmcmotorsports,176,1971,2200,,info@cmcmotorsports.com:partnerships@cmcmotorsports.com:sales@cmcmotorsports.com:support@cmcmotorsports.com:sales@motorsports.com,+1 732-652-9686:+1 732-530-2199,,,,,
anneklein.com,Anne Klein,list1,"USD $40,059,428.28",store_leads,10,"Shop the official Anne Klein USA online shop for luxury designer clothing, suits, jewelry, handbags, watches, shoes, sunglasses more. Free Shipping on orders $100 or more.",/Apparel,New York,New York,US,"New York, NY, USA",Shopify,Shopify Plus,3424989,923592,annekleinofficial,anneklein,@anneklein,anneklein,https://www.linkedin.com/company/anne-klein-official,ucgnugy3bvnjgmon9ah8ydfg,anneklein,4255,2287,2600,314,customercare@anneklein.com,,,,,,
alliancechemical.com,Alliance Chemical,list1,"USD $6,511,638.00",store_leads,15,"Alliance Chemical provides premium lab and industrial chemicals for diverse industries. Offering eco-friendly solutions, custom blending, and reliable shipping, we meet your chemical needs with top-notch quality and service. Shop bulk or small quantities at competitive prices today!",/Business & Industrial/Chemicals Industry,Taylor,Texas,US,"Taylor, TX, USA",Shopify,,463941,125107,alliancechemicalusa,alliancechemical,,,http://www.linkedin.com/company/alliance-chemicals,alliancechemical6202,,,,,,sales@AllianceChemical.com,+1 512-365-6838,,,,,
nathansports.com,Nathan Sports,list1,"USD $13,682,422.44",store_leads,4,"Shop Nathan Sports for hydration gear & apparel that is perfect for trail running, hiking, working out, cycling and more.",/Apparel/Athletic Apparel:/Sports/Individual Sports:/Sports/Sporting Goods,Fountain Valley,California,US,"Fountain Valley, CA 92708, USA",Shopify,,974846,262879,nathansportsinc,nathanperformancegear,,,https://www.linkedin.com/company/penguin-brands-inc.,nathanperfgear,nathansports,,,203,3280,cs@nathansports.com:accessibility@nathansports.com,+1 800-233-6956,,,,,
hopwtr.com,HOP WTR,list1,"USD $5,098,846.20",store_leads,48,"HOPWTR is a non-alcoholic sparkling hop water crafted with bold hops and mood-boosting ingredients. Our proprietary blend of stress-busting hops, adaptogens and nootropics bursts with healthy benefits while tasting light, crisp and satisfying. Cheers to never having to choose between having fun or missing out.",/Food & Drink/Beverages,Los Angeles,California,US,"Los Angeles, CA, USA",Shopify,Shopify Plus,363283,97963,hopwtr,drinkhopwtr,@hopwtr,hopwtr,https://www.linkedin.com/company/hopwtr,,hopwtr,4134,1399,18,,cheers@hopwtr.com:info@HopWtr.com,+1 251-577-7910,,,,,
www.reneerouleau.com,Renée Rouleau Skin Care,list1,"USD $5,026,651.20",store_leads,33,"Celebrity esthetician and trusted skincare expert, Renee Rouleau formulates skin care products based on nine unique skin types to help you get clearer, brighter and healthy-looking skin.",/Beauty & Fitness/Face & Body Care/Skin & Nail Care,Austin,Texas,US,"Austin, TX, USA",Shopify,Shopify Plus,268604,72432,reneerouleauskincare,reneerouleauskincare,@reneerouleauskincare,reneerouleau,https://www.linkedin.com/company/renee-rouleau-skin-care,reneerouleau,reneerouleauspa,1595,39600,7949,10300,Hello@ReneeRouleau.com:pr@reneerouleau.com:jobs@reneerouleau.com,+1 888-211-7560,,,,,
www.wildfox.com,Wildfox Couture,list1,"USD $5,087,107.08",store_leads,40,Official Site: Shop fashion collections at Wildfox! Life is better when you're wearing Wildfox! Shop Now! Free Shipping on U.S. orders.,/Apparel/Women's Clothing,Bell,California,US,"Bell, CA, USA",Shopify,Shopify Plus,362446,97738,wildfoxcouture,iheartwildfoxcouture,,wildfoxcouture,https://www.linkedin.com/company/wildfox,,wildfoxcouture,,49500,44700,,help@wildfox.com:returns@wildfox.com:weborders@wildfox.com:webadmin@wildfox.com:info@wildfox.com:help@wildfox.co,+1 844-955-0503,,,,,
exclusivebeautyclub.com,Exclusive Beauty Club,list1,"USD $6,329,976.60",store_leads,6,"Shop Exclusive Beauty Club for premium skincare brands. Authorized retailer offering authentic products, exclusive deals, and personalized skincare solutions. Free samples, free shipping over $50. Sign up and Save.",/Beauty & Fitness/Face & Body Care/Skin & Nail Care,Miami,Florida,US,"Miami, FL, USA",Shopify,Shopify Plus,450998,121617,exclusivebeautyclub,exclusivebtyclub,@exclusivebeautyclub,ebeautyclub,https://www.linkedin.com/company/exclusive-beauty-club,exclusivebeautyclub,ebeautyclub,266,233,1700,,help@exclusivebeautyclub.com:info@exclusivebeautyclub.com:support@exclusivebeautyclub.com,+1 888-963-9535,,,,,
www.tallmenshoes.com,Tallmenshoes.com,list1,"USD $8,455,914.36",store_leads,1,"Elevator shoes for men offer up to five inches in added height and extra confidence with discreet construction and head-turning style, from sneakers to Oxfords.",/Apparel/Footwear,South El Monte,California,US,"South El Monte, CA 91733, USA",Shopify,,602467,162462,tallmenshoes_com,elevatorshoestallmenshoes,@tallmenshoes,tallmenshoes,,uc3slncbeo1cvxckygwlygrq,,88,149,,803,sales@tallmenshoes.com:info@tallmenshoes.com,+1 888-280-6881:+1 626-575-1358:+1 626-575-8628,,,,,
buildasoil.com,BuildASoil,list1,"USD $6,293,902.08",store_leads,7,"Everything you need to grow no-till with organic living soil. Our mission is to support organic gardeners and to provide the best products and information on how to use them. We carry pre mixed super soil, living soil, organic soil fertilizers, organic water soluble nutrients, soil minerals, compost, worm castings etc.",/Business & Industrial/Agriculture & Forestry:/Home & Garden/Gardening & Landscaping,Montrose,Colorado,US,"Montrose, CO, USA",Shopify,Shopify Plus,339007,91417,buildasoil,buildasoil,,buildasoil,http://www.linkedin.com/company/buildasoil-llc,buildasoil,,,847,,199000,Support@BuildASoil.com,+1 855-877-7645,,,,,
hansenshoes.com,Hansen's,list1,"USD $5,540,820.48",store_leads,3,"Our aim is to make the world a little easier to walk in. If you need any help or have any questions, just reach out! We're hear for you. We carry Ugg, Birkenstock, Dansko, SAS Shoes, and more.",/Apparel/Footwear,Santa Clara,California,US,"Santa Clara, CA, USA",Shopify,,394772,106455,,hansenshoes,,,http://www.linkedin.com/company/hansen's-shoes,,,,,,,returns@hansenshoes.com:info@hansenshoes.com,+1 408-628-0011,,,,,
www.b-unlimited.com,B-Unlimited Custom Apparel Shop,list1,"USD $5,601,276.48",store_leads,138,"Need sorority shirts? Design and Order Custom T-shirts, Apparel, and Accessories! B-Unlimited specializes in custom apparel for Greek Life, campus organizations, and businesses. We offer custom artwork, water-based screen printing, embroidery, and exceptional customer service. Get started now!",/Apparel,Fayetteville,Arkansas,US,"Fayetteville, AR, USA",Shopify,,399080,107617,bunlimited,,,,https://www.linkedin.com/company/b-unlimited,,,,,,,sales@b-unlimited.com:hello@b-unlimited.com,+1 479-582-1515,,,,,
poppyandpout.com,Poppy & Pout,list1,"USD $5,134,943.64",store_leads,21,"Explore Poppy & Pout's 100% natural lip balm! For over 10 years, we've crafted cruelty-free, all-natural lip care that keeps your lips soft and hydrated. Our recyclable cardboard lip balm tubes means double the product with none of the plastic. As seen on Oprah's Favorite Things and Allure's Best of Beauty.",/Beauty & Fitness/Face & Body Care:/Beauty & Fitness/Hair Care,Idaho Falls,Idaho,US,"Idaho Falls, ID, USA",Shopify,,365854,98657,poppyandpout,poppyandpout,@poppyandpout,,http://www.linkedin.com/company/poppy-pout,,poppyandpout,3179,,747,,help@poppyandpout.com:hello@poppyandpout.com,+1 208-223-3218,,,,,
wearsubset.com,Subset,list1,"USD $5,075,368.08",store_leads,6,"Subset offers the integral components of a well-founded wardrobe. Combining function with ease, our organic cotton underwear, bras and loungewear is sustainable from the start, providing you with the primary pieces for living everyday, better.",/Apparel/Undergarments,New York,New York,US,"New York, NY, USA",Shopify,Shopify Plus,361610,97512,wearsubset,,,,http://www.linkedin.com/company/wearsubset,,,,,,,hello@wearsubset.com:communications@wearsubset.com:hello@weardsubset.com,,,,,,
juliaamory.com,Julia Amory,list1,"USD $5,655,862.92",store_leads,15,"Julia Amory is a lifestyle brand that celebrates classic silhouettes, bold colors, and elevated patterns.",/Apparel/Women's Clothing,West Palm Beach,Florida,US,"West Palm Beach, FL, USA",Shopify,Shopify Plus,402969,108665,juliaamory,,@juliaamoryofficial,,http://www.linkedin.com/company/julia-amory,uc_xwscw5ryiocbhzfaoelig,,57600,,,,customerservice@juliaamory.com:customerservice@indiaamory.com,,,,,,
clubmagichour.com,Magic Hour,list1,"USD $5,102,074.44",store_leads,6,"Experience the enchanting world of Magic Hour tea blends. Enjoy premium flavors crafted for relaxation and wellness. Taste the world's rarest & finest teas at Magic Hour! Organic, garden-direct gourmet teas and healing botanicals and tea subscription box.",/Food & Drink/Beverages/Coffee & Tea,Ojai,California,US,"Ojai, CA 93023, USA",Shopify,Shopify Plus,363513,98025,clubmagichour,clubmagichour,,,,clubmagichour,clubmagichour,,,1700,3120,customercare@clubmagichour.com:wholesale@clubmagichour.com,+1 805-798-9199,,,,,
highrisebev.com,High Rise Seltzers,list1,"USD $8,308,296.00",store_leads,,"Discover High Rise non-alcoholic seltzers—crafted with real fruit, THC, CBD, Gluten-free, vegan, and all-natural. Refresh, recharge, and energize. Sip and energize your soul.",/Food & Drink/Beverages,Charleston,South Carolina,US,"Charleston, SC, USA",Shopify,,591950,159626,highrisebev,highrisebev,@highrisebev,,,,,120,,,,service@highrisebev.com:info@highrisebev.com,,,,,,
80eighty.com,80Eighty,list1,"USD $8,016,581.28",store_leads,4,Our next WINNER could be YOU!,/Games:/Autos & Vehicles,Bluffdale,Utah,US,"Bluffdale, UT, USA",Shopify,Shopify Plus,571166,154022,,,,,http://www.linkedin.com/company/80eighty-llc,,,,,,,shipping@80eighty.com:support@80eighty.com,+1 385-350-4041,,,,,
hltactical.com,Highland Tactical,list1,"USD $5,452,190.88",store_leads,,"Our backpacks, duffels, and other gear, are built rugged for Military, Law Enforcement and First Responders, as well as Outdoor Enthusiasts. We merge quality, attention to detail, and value to provide you the best gear at the best price. Our bags are designed for everyday use and get straight to the point.",/Apparel:/Safety & Survival/Military,Rancho Cucamonga,California,US,"Rancho Cucamonga, CA, USA",Shopify,,388458,104752,highlandtactical,highlandtactical,,hltactical,,ucgyxn2f9ftfi4zcrqovfjya,,,186,,985,warranty@hltactical.com:tacticalsupport@hltactical.com:support@highlandtactical.com,,,,,,
maniology.com,Maniology,list1,"USD $36,462,394.92",store_leads,19,"Maniology is the place to shop for nail stamping plates, stamping polishes, nail art accessories and supplies! Unleash your creativity today",/Beauty & Fitness/Face & Body Care/Skin & Nail Care,Honolulu,Hawaii,US,"Honolulu, HI, USA",Shopify,Shopify Plus,3117451,840660,hellomaniology,hellomaniology,@hellomaniology,,https://www.linkedin.com/company/maniology,maniology,hellomaniology,5410,,24500,48600,connect@maniology.com:support@maniology.com,+1 808-746-7332:+1 844-202-9074,,,,,
sunriseflourmill.com,Sunrise Flour Mill,list1,"USD $5,154,900.00",store_leads,16,"Every Day From Scratch. Organic heritage wheat flour, pasta, cereal and baking mixes. Many people with gluten intolerance find our products more digestible.",/Food & Drink/Food/Grains & Pasta,North Branch,Minnesota,US,"North Branch, MN, USA",Shopify,Shopify Plus,367276,99040,sunriseflourmill,sunriseflourmillinc,@sunriseflourmill,,http://www.linkedin.com/company/sunrise-flour-mill,uccsderhawqnkhgbhlmuisia,,9038,,,2600,info@sunriseflourmill.com,+1 651-674-8050:+1 844-966-3147,,,,,
www.rafaellastyle.com,Rafaella,list1,"USD $5,035,455.36",store_leads,72,It all started with the “perfect fitting pants.” It didn’t take long for working women to discover they could look professional and feel comfortable thanks to Rafaella.,/Apparel/Women's Clothing,Doral,Florida,US,"Doral, FL, USA",Shopify,Shopify Plus,358766,96745,rafaellastyle,rafaellastyle,,rafaellastyle,,,rafaellastyle,,1149,770,,support@g.rafaellastyle.com:support@rafaellastyle.com,+1 800-327-7587:+1 305-406-0513:+1 855-616-1809,,,,,
